SampleID	ENA_FASTQ_TSV	NYGC30x_TSV	IGSR_Phase3_FASTQ_dir	Example_R1_R2_pattern	Example_fetch_commands
HG01774	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22HG01774%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22HG01774%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01774/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22HG01774%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d HG01774
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22HG01774%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d HG01774
"
HG01935	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22HG01935%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22HG01935%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01935/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22HG01935%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d HG01935
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22HG01935%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d HG01935
"
HG01941	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22HG01941%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22HG01941%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01941/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22HG01941%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d HG01941
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22HG01941%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d HG01941
"
HG01942	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22HG01942%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22HG01942%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01942/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22HG01942%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d HG01942
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22HG01942%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d HG01942
"
HG01971	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22HG01971%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22HG01971%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01971/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22HG01971%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d HG01971
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22HG01971%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d HG01971
"
HG02132	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22HG02132%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22HG02132%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG02132/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22HG02132%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d HG02132
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22HG02132%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d HG02132
"
HG02514	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22HG02514%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22HG02514%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG02514/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22HG02514%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d HG02514
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22HG02514%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d HG02514
"
HG02697	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22HG02697%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22HG02697%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG02697/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22HG02697%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d HG02697
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22HG02697%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d HG02697
"
HG02769	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22HG02769%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22HG02769%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG02769/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22HG02769%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d HG02769
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22HG02769%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d HG02769
"
HG02836	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22HG02836%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22HG02836%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG02836/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22HG02836%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d HG02836
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22HG02836%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d HG02836
"
HG02891	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22HG02891%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22HG02891%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG02891/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22HG02891%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d HG02891
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22HG02891%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d HG02891
"
HG03027	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22HG03027%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22HG03027%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG03027/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22HG03027%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d HG03027
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22HG03027%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d HG03027
"
HG03258	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22HG03258%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22HG03258%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG03258/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22HG03258%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d HG03258
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22HG03258%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d HG03258
"
HG03625	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22HG03625%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22HG03625%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG03625/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22HG03625%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d HG03625
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22HG03625%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d HG03625
"
HG03636	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22HG03636%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22HG03636%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG03636/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22HG03636%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d HG03636
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22HG03636%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d HG03636
"
HG03650	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22HG03650%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22HG03650%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG03650/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22HG03650%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d HG03650
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22HG03650%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d HG03650
"
